model	options	test	p_value	effect_size	num_targ1	num_targ2	num_attr1	num_attr2
infersent		sent-weat7	1e-05	1.0644227867827796	72	72	80	80
infersent		sent-weat7b	1e-05	1.535105055410388	72	72	64	64
infersent		sent-weat8	1e-05	1.161032100619619	56	56	80	80
infersent		sent-weat8b	1e-05	1.625227227675682	56	56	64	64
infersent		sent-weat9	0.42908	0.062172725843850606	18	18	21	23
infersent		weat1	1e-05	1.5589665311091039	25	25	25	25
infersent		weat10	0.01282051282051282	1.0896552432046944	8	8	8	8
infersent		weat2	1e-05	1.515261204556143	25	25	25	25
infersent		weat3	1e-05	1.3320930677414384	32	32	25	25
infersent		weat3b	0.02448	0.7095727546946516	15	15	25	25
infersent		weat4	1e-05	1.6002056137058054	16	16	25	25
infersent		weat5	2e-05	1.409329171424028	16	16	8	8
infersent		weat5b	0.33673	0.15929162880334308	15	15	8	8
infersent		weat6	7.77000777000777e-05	1.7775941789492782	8	8	8	8
infersent		weat6b	0.18686868686868688	0.45751888696615256	8	8	8	8
infersent		weat7	0.002797202797202797	1.2799456533427296	8	8	8	8
infersent		weat7b	7.77000777000777e-05	1.6267950604302055	8	8	8	8
infersent		weat8	0.003962703962703963	1.2614173642814253	8	8	8	8
infersent		weat8b	7.77000777000777e-05	1.7048847658391892	8	8	8	8
infersent		weat9	0.00974025974025974	1.2983217317162095	6	6	7	7
openai		angry_black_woman_stereotype	0.41775	0.07961235145664558	15	15	18	18
openai		angry_black_woman_stereotype_b	0.07142857142857142	1.1206632196716375	4	4	18	18
openai		heilman_double_bind_competent_1	0.8436674436674436	-0.5204322946761766	8	8	10	10
openai		heilman_double_bind_competent_1-	0.9973581973581973	-1.2951556698574629	8	8	10	10
openai		heilman_double_bind_competent_1+3-	0.3752913752913753	0.17261004010955563	8	8	10	10
openai		heilman_double_bind_competent_one_sentence	0.08073038073038073	0.7130625198824272	8	8	10	10
openai		heilman_double_bind_competent_one_word	0.7043512043512044	-0.28316761572270394	8	8	10	10
openai		heilman_double_bind_likable_1	0.29774669774669776	0.2732300512958725	8	8	8	8
openai		heilman_double_bind_likable_1-	0.16216006216006215	0.5165123136753962	8	8	8	8
openai		heilman_double_bind_likable_1+3-	0.9235431235431235	-0.7231276096061252	8	8	8	8
openai		heilman_double_bind_likable_one_sentence	0.9606837606837607	-0.8715225892363169	8	8	8	8
openai		heilman_double_bind_likable_one_word	0.03333333333333333	0.9067877903770161	8	8	8	8
openai		sent-angry_black_woman_stereotype	0.70124	-0.06869538661833549	120	120	54	54
openai		sent-angry_black_woman_stereotype_b	0.02915	0.37008454949726644	52	52	54	54
openai		sent-heilman_double_bind_competent_one_word	0.29434	0.09628795378870429	64	64	30	30
openai		sent-heilman_double_bind_likable_one_word	0.86867	-0.19913899203489457	64	64	24	24
openai		sent-weat1	1e-05	0.8108001274567983	350	350	215	250
openai		sent-weat10	0.71014	-0.09835730512572356	64	64	40	47
openai		sent-weat2	1e-05	1.1316167700232123	330	330	215	250
openai		sent-weat3	0.01434	0.19338936760288467	256	256	215	249
openai		sent-weat3b	0.97748	-0.2026967823571278	195	195	215	249
openai		sent-weat4	0.0034	0.33758250086897873	128	128	215	249
openai		sent-weat5	6e-05	0.47458246517106145	128	128	40	47
openai		sent-weat5b	0.93683	-0.1548443619464528	195	195	40	47
openai		sent-weat6	0.02507	0.3454141545892802	64	64	101	112
openai		sent-weat6b	0.40348	0.037822041322491735	80	80	101	112
openai		sent-weat7	0.89249	-0.20762208320539416	72	72	80	80
openai		sent-weat7b	0.18583	0.14915403314427017	72	72	64	64
openai		sent-weat8	5e-05	0.7090190774829932	56	56	80	80
openai		sent-weat8b	0.001	0.5753139591229504	56	56	64	64
openai		sent-weat9	0.14616	0.3597061133778035	18	18	21	23
openai		weat1	0.2418	0.19650361295592603	25	25	25	25
openai		weat10	0.07016317016317017	0.7398594964235633	8	8	8	8
openai		weat2	0.07496	0.40627464007160935	25	25	25	25
openai		weat3	0.00718	0.6012004106739488	32	32	25	25
openai		weat3b	0.55428	-0.05094961031138716	15	15	25	25
openai		weat4	0.00166	0.9983722474194805	16	16	25	25
openai		weat5	0.09361	0.47204919579891486	16	16	8	8
openai		weat5b	0.909	-0.4945073692181972	15	15	8	8
openai		weat6	0.34312354312354315	0.21886729015406722	8	8	8	8
openai		weat6b	0.8882672882672883	-0.6277947365478251	8	8	8	8
openai		weat7	0.9101010101010101	-0.6991826765085997	8	8	8	8
openai		weat7b	0.8170940170940171	-0.47610339936863827	8	8	8	8
openai		weat8	0.6801087801087801	-0.24213854208116795	8	8	8	8
openai		weat8b	0.28438228438228436	0.29434901342148856	8	8	8	8
openai		weat9	0.1461038961038961	0.6289752658648341	6	6	7	7
